Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Battery Life,Measurement Timestamp Label,Measurement ID
Ohio Street Beach,06/30/2015 07:00:00 AM,18.3,1.49,,0.076,3,11.1,06/30/2015 7:00 AM,OhioStreetBeach201506300700
Rainbow Beach,06/30/2015 07:00:00 AM,17.4,0.58,,0.081,3,11.2,06/30/2015 7:00 AM,RainbowBeach201506300700
63rd Street Beach,06/30/2015 09:00:00 AM,17.9,0.78,,0.07,3,11.8,06/30/2015 9:00 AM,63rdStreetBeach201506300900
Montrose Beach,06/30/2015 09:00:00 AM,17.3,0.29,,0.109,3,11.9,06/30/2015 9:00 AM,MontroseBeach201506300900
Osterman Beach,06/30/2015 09:00:00 AM,17.2,0.5,,0.108,2,11.7,06/30/2015 9:00 AM,OstermanBeach201506300900
Ohio Street Beach,06/30/2015 08:00:00 AM,18.3,1.42,,0.098,4,11.1,06/30/2015 8:00 AM,OhioStreetBeach201506300800
Rainbow Beach,06/30/2015 08:00:00 AM,17.5,0.58,,0.111,3,11.2,06/30/2015 8:00 AM,RainbowBeach201506300800
Montrose Beach,06/05/2016 11:00:00 PM,13.2,0,,0.259,3,11.4,06/05/2016 11:00 PM,MontroseBeach201606052300
63rd Street Beach,06/30/2015 10:00:00 AM,18.2,0.78,,0.076,2,11.7,06/30/2015 10:00 AM,63rdStreetBeach201506301000
Montrose Beach,06/30/2015 10:00:00 AM,17.5,0.23,,0.101,3,11.9,06/30/2015 10:00 AM,MontroseBeach201506301000
Osterman Beach,06/30/2015 10:00:00 AM,17.6,0.53,,0.1,2,11.7,06/30/2015 10:00 AM,OstermanBeach201506301000
Ohio Street Beach,06/30/2015 09:00:00 AM,18.5,1.22,,0.067,2,11.1,06/30/2015 9:00 AM,OhioStreetBeach201506300900
Rainbow Beach,06/30/2015 09:00:00 AM,17.6,0.59,,0.099,2,11.2,06/30/2015 9:00 AM,RainbowBeach201506300900
63rd Street Beach,06/30/2015 11:00:00 AM,18.4,0.75,,0.087,3,11.7,06/30/2015 11:00 AM,63rdStreetBeach201506301100
Montrose Beach,06/30/2015 11:00:00 AM,17.8,0.21,,0.103,3,11.9,06/30/2015 11:00 AM,MontroseBeach201506301100
Osterman Beach,06/30/2015 11:00:00 AM,17.8,0.5,,0.102,3,11.7,06/30/2015 11:00 AM,OstermanBeach201506301100
Ohio Street Beach,06/30/2015 11:00:00 AM,19,1.11,,0.087,4,11.1,06/30/2015 11:00 AM,OhioStreetBeach201506301100
Rainbow Beach,06/30/2015 10:00:00 AM,17.8,0.55,,0.091,2,11.2,06/30/2015 10:00 AM,RainbowBeach201506301000
63rd Street Beach,06/30/2015 12:00:00 PM,18.8,0.73,,0.115,3,11.7,06/30/2015 12:00 PM,63rdStreetBeach201506301200
Montrose Beach,06/30/2015 12:00:00 PM,18.2,0.18,,0.117,3,11.9,06/30/2015 12:00 PM,MontroseBeach201506301200
Osterman Beach,06/30/2015 12:00:00 PM,18.1,0.44,,0.105,3,11.7,06/30/2015 12:00 PM,OstermanBeach201506301200
Ohio Street Beach,06/30/2015 12:00:00 PM,20.2,1.07,,0.091,4,11.1,06/30/2015 12:00 PM,OhioStreetBeach201506301200
Rainbow Beach,06/30/2015 11:00:00 AM,18.1,0.52,,0.093,9,11.2,06/30/2015 11:00 AM,RainbowBeach201506301100
63rd Street Beach,06/30/2015 01:00:00 PM,19.1,0.7,,0.089,4,11.7,06/30/2015 1:00 PM,63rdStreetBeach201506301300
Montrose Beach,06/30/2015 01:00:00 PM,18.4,0.17,,0.095,4,11.9,06/30/2015 1:00 PM,MontroseBeach201506301300
Osterman Beach,06/30/2015 01:00:00 PM,18.3,0.42,,0.095,3,11.7,06/30/2015 1:00 PM,OstermanBeach201506301300
Ohio Street Beach,06/30/2015 01:00:00 PM,20.2,1.11,,0.086,3,11.1,06/30/2015 1:00 PM,OhioStreetBeach201506301300
Rainbow Beach,06/30/2015 12:00:00 PM,18.4,0.49,,0.124,3,11.2,06/30/2015 12:00 PM,RainbowBeach201506301200
63rd Street Beach,06/30/2015 02:00:00 PM,19.3,0.68,,0.132,2,11.7,06/30/2015 2:00 PM,63rdStreetBeach201506301400
Montrose Beach,06/30/2015 02:00:00 PM,18.6,0.19,,0.202,2,11.9,06/30/2015 2:00 PM,MontroseBeach201506301400
Osterman Beach,06/30/2015 02:00:00 PM,18.5,0.48,,0.158,2,11.7,06/30/2015 2:00 PM,OstermanBeach201506301400
Ohio Street Beach,06/30/2015 02:00:00 PM,20.9,1.12,,0.101,2,11.1,06/30/2015 2:00 PM,OhioStreetBeach201506301400
Rainbow Beach,06/30/2015 01:00:00 PM,18.8,0.53,,0.111,4,11.1,06/30/2015 1:00 PM,RainbowBeach201506301300
Montrose Beach,07/01/2015 07:00:00 AM,17.7,1.08,,0.389,6,11.8,07/01/2015 7:00 AM,MontroseBeach201507010700
Osterman Beach,07/01/2015 07:00:00 AM,17.8,3.15,,0.337,6,11.7,07/01/2015 7:00 AM,OstermanBeach201507010700
Ohio Street Beach,07/01/2015 07:00:00 AM,18.5,2.74,,0.23,6,11,07/01/2015 7:00 AM,OhioStreetBeach201507010700
Rainbow Beach,07/01/2015 06:00:00 AM,18.3,3.38,,0.387,6,11.1,07/01/2015 6:00 AM,RainbowBeach201507010600
Montrose Beach,07/01/2015 10:00:00 AM,18,1.39,,0.388,5,11.8,07/01/2015 10:00 AM,MontroseBeach201507011000
Osterman Beach,07/01/2015 10:00:00 AM,18,3.21,,0.308,6,11.6,07/01/2015 10:00 AM,OstermanBeach201507011000
Ohio Street Beach,07/01/2015 10:00:00 AM,18.4,3.17,,0.212,6,11,07/01/2015 10:00 AM,OhioStreetBeach201507011000
63rd Street Beach,06/30/2015 03:00:00 PM,19.7,0.64,,0.133,2,11.7,06/30/2015 3:00 PM,63rdStreetBeach201506301500
Montrose Beach,06/30/2015 03:00:00 PM,18.8,0.19,,0.21,2,11.9,06/30/2015 3:00 PM,MontroseBeach201506301500
Osterman Beach,06/30/2015 03:00:00 PM,18.8,0.42,,0.145,2,11.7,06/30/2015 3:00 PM,OstermanBeach201506301500
Ohio Street Beach,06/30/2015 03:00:00 PM,21.4,1.25,,0.146,2,11.1,06/30/2015 3:00 PM,OhioStreetBeach201506301500
Rainbow Beach,06/30/2015 02:00:00 PM,19.2,0.58,,0.214,2,11.2,06/30/2015 2:00 PM,RainbowBeach201506301400
63rd Street Beach,06/30/2015 04:00:00 PM,20.7,0.58,,0.13,3,11.7,06/30/2015 4:00 PM,63rdStreetBeach201506301600
Montrose Beach,06/30/2015 04:00:00 PM,19.4,0.46,,0.119,10,11.9,06/30/2015 4:00 PM,MontroseBeach201506301600
Osterman Beach,06/30/2015 04:00:00 PM,18.7,0.45,,0.096,9,11.7,06/30/2015 4:00 PM,OstermanBeach201506301600
Ohio Street Beach,06/30/2015 04:00:00 PM,21,1.21,,0.127,2,11.1,06/30/2015 4:00 PM,OhioStreetBeach201506301600
Rainbow Beach,06/30/2015 03:00:00 PM,20.1,0.67,,0.175,2,11.1,06/30/2015 3:00 PM,RainbowBeach201506301500
63rd Street Beach,06/30/2015 05:00:00 PM,20,0.61,,0.119,2,11.7,06/30/2015 5:00 PM,63rdStreetBeach201506301700
Montrose Beach,06/30/2015 05:00:00 PM,18.9,0.37,,0.336,3,11.9,06/30/2015 5:00 PM,MontroseBeach201506301700
Osterman Beach,06/30/2015 05:00:00 PM,18.8,0.56,,0.284,3,11.7,06/30/2015 5:00 PM,OstermanBeach201506301700
Ohio Street Beach,06/30/2015 05:00:00 PM,20.4,0.94,,0.157,2,11.1,06/30/2015 5:00 PM,OhioStreetBeach201506301700
Rainbow Beach,06/30/2015 04:00:00 PM,20.3,0.58,,0.146,2,11.2,06/30/2015 4:00 PM,RainbowBeach201506301600
Montrose Beach,06/30/2015 06:00:00 PM,18.9,0.58,,0.342,3,11.9,06/30/2015 6:00 PM,MontroseBeach201506301800
Osterman Beach,06/30/2015 06:00:00 PM,18.6,0.71,,0.296,3,11.7,06/30/2015 6:00 PM,OstermanBeach201506301800
Ohio Street Beach,06/30/2015 06:00:00 PM,20.3,1.59,,0.192,3,11.1,06/30/2015 6:00 PM,OhioStreetBeach201506301800
Rainbow Beach,06/30/2015 05:00:00 PM,19.7,0.55,,0.142,9,11.1,06/30/2015 5:00 PM,RainbowBeach201506301700
Montrose Beach,06/30/2015 07:00:00 PM,18.7,0.55,,0.313,3,11.9,06/30/2015 7:00 PM,MontroseBeach201506301900
Osterman Beach,06/30/2015 07:00:00 PM,18.4,0.92,,0.258,3,11.7,06/30/2015 7:00 PM,OstermanBeach201506301900
Ohio Street Beach,06/30/2015 07:00:00 PM,19.6,1.44,,0.178,3,11.1,06/30/2015 7:00 PM,OhioStreetBeach201506301900
Rainbow Beach,06/30/2015 06:00:00 PM,19.4,0.53,,0.286,2,11.1,06/30/2015 6:00 PM,RainbowBeach201506301800
63rd Street Beach,06/30/2015 06:00:00 PM,19.8,0.66,,0.225,3,11.7,06/30/2015 6:00 PM,63rdStreetBeach201506301800
63rd Street Beach,06/30/2015 08:00:00 PM,19.7,0.94,,0.266,3,11.7,06/30/2015 8:00 PM,63rdStreetBeach201506302000
Montrose Beach,06/30/2015 08:00:00 PM,18.6,0.64,,0.317,3,11.9,06/30/2015 8:00 PM,MontroseBeach201506302000
Osterman Beach,06/30/2015 08:00:00 PM,18.3,0.81,,0.278,3,11.7,06/30/2015 8:00 PM,OstermanBeach201506302000
Ohio Street Beach,06/30/2015 08:00:00 PM,20.2,1.92,,0.186,3,11.1,06/30/2015 8:00 PM,OhioStreetBeach201506302000
Rainbow Beach,06/30/2015 07:00:00 PM,19.7,1.12,,0.329,4,11.2,06/30/2015 7:00 PM,RainbowBeach201506301900
63rd Street Beach,06/30/2015 09:00:00 PM,19.5,1.02,,0.259,3,11.7,06/30/2015 9:00 PM,63rdStreetBeach201506302100
Montrose Beach,06/30/2015 09:00:00 PM,18.6,0.65,,0.3,3,11.9,06/30/2015 9:00 PM,MontroseBeach201506302100
Osterman Beach,06/30/2015 09:00:00 PM,18.2,0.79,,0.253,3,11.7,06/30/2015 9:00 PM,OstermanBeach201506302100
Ohio Street Beach,06/30/2015 09:00:00 PM,20,1.75,,0.188,3,11.1,06/30/2015 9:00 PM,OhioStreetBeach201506302100
Rainbow Beach,06/30/2015 08:00:00 PM,19.4,1.2,,0.315,3,11.1,06/30/2015 8:00 PM,RainbowBeach201506302000
63rd Street Beach,06/30/2015 10:00:00 PM,19.3,1.01,,0.238,3,11.7,06/30/2015 10:00 PM,63rdStreetBeach201506302200
Montrose Beach,06/30/2015 10:00:00 PM,18.4,0.57,,0.284,3,11.9,06/30/2015 10:00 PM,MontroseBeach201506302200
Osterman Beach,06/30/2015 10:00:00 PM,18.2,0.78,,0.248,3,11.7,06/30/2015 10:00 PM,OstermanBeach201506302200
Ohio Street Beach,06/30/2015 10:00:00 PM,19.7,1.24,,0.17,3,11.1,06/30/2015 10:00 PM,OhioStreetBeach201506302200
Rainbow Beach,06/30/2015 09:00:00 PM,19.3,1.2,,0.332,3,11.1,06/30/2015 9:00 PM,RainbowBeach201506302100
63rd Street Beach,06/30/2015 11:00:00 PM,19,1,,0.247,3,11.7,06/30/2015 11:00 PM,63rdStreetBeach201506302300
Montrose Beach,06/30/2015 11:00:00 PM,18.3,0.54,,0.298,3,11.9,06/30/2015 11:00 PM,MontroseBeach201506302300
Osterman Beach,06/30/2015 11:00:00 PM,18.3,0.81,,0.26,3,11.7,06/30/2015 11:00 PM,OstermanBeach201506302300
Ohio Street Beach,06/30/2015 11:00:00 PM,19.6,1.23,,0.175,3,11.1,06/30/2015 11:00 PM,OhioStreetBeach201506302300
Rainbow Beach,06/30/2015 10:00:00 PM,19.2,1.41,,0.302,3,11.1,06/30/2015 10:00 PM,RainbowBeach201506302200
63rd Street Beach,07/01/2015 12:00:00 AM,18.7,0.99,,0.262,3,11.7,07/01/2015 12:00 AM,63rdStreetBeach201507012400
Montrose Beach,07/01/2015 12:00:00 AM,18.2,0.46,,0.339,4,11.9,07/01/2015 12:00 AM,MontroseBeach201507012400
Osterman Beach,07/01/2015 12:00:00 AM,18.2,0.92,,0.301,4,11.7,07/01/2015 12:00 AM,OstermanBeach201507012400
Ohio Street Beach,07/01/2015 12:00:00 AM,19.5,1.35,,0.21,4,11.1,07/01/2015 12:00 AM,OhioStreetBeach201507012400
Rainbow Beach,06/30/2015 11:00:00 PM,19,1.14,,0.289,3,11.1,06/30/2015 11:00 PM,RainbowBeach201506302300
63rd Street Beach,07/01/2015 01:00:00 AM,18.5,1,,0.293,4,11.7,07/01/2015 1:00 AM,63rdStreetBeach201507010100
Montrose Beach,07/01/2015 01:00:00 AM,18.2,0.56,,0.382,5,11.9,07/01/2015 1:00 AM,MontroseBeach201507010100
Osterman Beach,07/01/2015 01:00:00 AM,18.1,1.14,,0.325,4,11.7,07/01/2015 1:00 AM,OstermanBeach201507010100
Ohio Street Beach,07/01/2015 01:00:00 AM,19.5,2.67,,0.215,4,11.1,07/01/2015 1:00 AM,OhioStreetBeach201507010100
Rainbow Beach,07/01/2015 12:00:00 AM,18.8,1.35,,0.32,3,11.1,07/01/2015 12:00 AM,RainbowBeach201507012400
63rd Street Beach,07/01/2015 02:00:00 AM,18.4,1.1,,0.297,5,11.7,07/01/2015 2:00 AM,63rdStreetBeach201507010200
Montrose Beach,07/01/2015 02:00:00 AM,18,0.57,,0.377,5,11.9,07/01/2015 2:00 AM,MontroseBeach201507010200
Osterman Beach,07/01/2015 02:00:00 AM,18,1.39,,0.317,4,11.7,07/01/2015 2:00 AM,OstermanBeach201507010200
Ohio Street Beach,07/01/2015 02:00:00 AM,19.3,2.85,,0.211,5,11.1,07/01/2015 2:00 AM,OhioStreetBeach201507010200
Rainbow Beach,07/01/2015 01:00:00 AM,18.7,1.31,,0.356,4,11.1,07/01/2015 1:00 AM,RainbowBeach201507010100
63rd Street Beach,07/01/2015 03:00:00 AM,18.3,1.14,,0.332,5,11.7,07/01/2015 3:00 AM,63rdStreetBeach201507010300
Montrose Beach,07/01/2015 03:00:00 AM,18,0.83,,0.423,5,11.9,07/01/2015 3:00 AM,MontroseBeach201507010300
Osterman Beach,07/01/2015 03:00:00 AM,18,1.79,,0.345,6,11.7,07/01/2015 3:00 AM,OstermanBeach201507010300
Ohio Street Beach,07/01/2015 03:00:00 AM,19.1,3.31,,0.221,5,11.1,07/01/2015 3:00 AM,OhioStreetBeach201507010300
Rainbow Beach,07/01/2015 02:00:00 AM,18.6,4.13,,0.38,5,11.1,07/01/2015 2:00 AM,RainbowBeach201507010200
63rd Street Beach,07/01/2015 04:00:00 AM,18.3,1.25,,0.328,5,11.7,07/01/2015 4:00 AM,63rdStreetBeach201507010400
Montrose Beach,07/01/2015 04:00:00 AM,17.9,0.98,,0.38,6,11.8,07/01/2015 4:00 AM,MontroseBeach201507010400
Osterman Beach,07/01/2015 04:00:00 AM,18,2.6,,0.337,5,11.7,07/01/2015 4:00 AM,OstermanBeach201507010400
Ohio Street Beach,07/01/2015 04:00:00 AM,18.9,2.98,,0.225,4,11.1,07/01/2015 4:00 AM,OhioStreetBeach201507010400
Rainbow Beach,07/01/2015 03:00:00 AM,18.4,4.3,,0.375,5,11.1,07/01/2015 3:00 AM,RainbowBeach201507010300
63rd Street Beach,07/01/2015 05:00:00 AM,18.2,1.26,,0.342,5,11.7,07/01/2015 5:00 AM,63rdStreetBeach201507010500
Montrose Beach,07/01/2015 05:00:00 AM,17.9,1.28,,0.388,6,11.8,07/01/2015 5:00 AM,MontroseBeach201507010500
Osterman Beach,07/01/2015 05:00:00 AM,17.9,2.43,,0.323,5,11.7,07/01/2015 5:00 AM,OstermanBeach201507010500
Ohio Street Beach,07/01/2015 05:00:00 AM,18.6,3.05,,0.222,4,11,07/01/2015 5:00 AM,OhioStreetBeach201507010500
Rainbow Beach,07/01/2015 04:00:00 AM,18.4,1.44,,0.379,5,11.1,07/01/2015 4:00 AM,RainbowBeach201507010400
Ohio Street Beach,06/05/2016 11:00:00 PM,14.9,1.08,,0.129,3,11.4,06/05/2016 11:00 PM,OhioStreetBeach201606052300
Montrose Beach,07/01/2015 06:00:00 AM,17.7,1.21,,0.385,6,11.8,07/01/2015 6:00 AM,MontroseBeach201507010600
Osterman Beach,07/01/2015 06:00:00 AM,17.9,2.88,,0.334,7,11.7,07/01/2015 6:00 AM,OstermanBeach201507010600
Ohio Street Beach,07/01/2015 06:00:00 AM,18.5,2.89,,0.237,4,11,07/01/2015 6:00 AM,OhioStreetBeach201507010600
Rainbow Beach,07/01/2015 05:00:00 AM,18.3,3.61,,0.366,5,11.1,07/01/2015 5:00 AM,RainbowBeach201507010500
63rd Street Beach,07/01/2015 06:00:00 AM,18.1,1.35,,0.317,5,11.7,07/01/2015 6:00 AM,63rdStreetBeach201507010600
63rd Street Beach,07/01/2015 08:00:00 AM,18,2,,0.328,6,11.7,07/01/2015 8:00 AM,63rdStreetBeach201507010800
Montrose Beach,07/01/2015 08:00:00 AM,17.7,1.17,,0.371,6,11.8,07/01/2015 8:00 AM,MontroseBeach201507010800
Osterman Beach,07/01/2015 08:00:00 AM,17.8,3.55,,0.323,6,11.7,07/01/2015 8:00 AM,OstermanBeach201507010800
Ohio Street Beach,07/01/2015 08:00:00 AM,18.4,2.72,,0.209,6,11,07/01/2015 8:00 AM,OhioStreetBeach201507010800
Rainbow Beach,07/01/2015 07:00:00 AM,18.2,4.48,,0.383,6,11.1,07/01/2015 7:00 AM,RainbowBeach201507010700
Calumet Beach,06/06/2016 04:00:00 AM,13.8,0.77,,0.134,4,11.3,06/06/2016 4:00 AM,CalumetBeach201606060400
Montrose Beach,07/01/2015 09:00:00 AM,17.8,1.4,,0.39,5,11.8,07/01/2015 9:00 AM,MontroseBeach201507010900
Osterman Beach,07/01/2015 09:00:00 AM,17.8,3.39,,0.315,4,11.7,07/01/2015 9:00 AM,OstermanBeach201507010900
Ohio Street Beach,07/01/2015 09:00:00 AM,18.3,3.32,,0.218,4,11,07/01/2015 9:00 AM,OhioStreetBeach201507010900
Rainbow Beach,07/01/2015 08:00:00 AM,18.2,2.38,,0.371,6,11.1,07/01/2015 8:00 AM,RainbowBeach201507010800
63rd Street Beach,07/01/2015 09:00:00 AM,18.1,1.57,,0.302,5,11.7,07/01/2015 9:00 AM,63rdStreetBeach201507010900
Montrose Beach,06/06/2016 04:00:00 AM,12.7,0,,0.192,4,11.4,06/06/2016 4:00 AM,MontroseBeach201606060400
Ohio Street Beach,06/06/2016 04:00:00 AM,12.6,1.64,,0.163,4,11.4,06/06/2016 4:00 AM,OhioStreetBeach201606060400
Montrose Beach,07/22/2016 03:00:00 AM,16.6,0,,0.211,4,11.1,07/22/2016 3:00 AM,MontroseBeach201607220300
Ohio Street Beach,07/22/2016 03:00:00 AM,19.3,1.35,,0.143,4,10.9,07/22/2016 3:00 AM,OhioStreetBeach201607220300
Calumet Beach,07/22/2016 05:00:00 AM,19.4,1.59,,0.223,3,10.8,07/22/2016 5:00 AM,CalumetBeach201607220500
Montrose Beach,07/22/2016 05:00:00 AM,17.3,0,,0.176,4,11.1,07/22/2016 5:00 AM,MontroseBeach201607220500
Ohio Street Beach,07/22/2016 05:00:00 AM,19.4,1.87,,0.135,3,10.9,07/22/2016 5:00 AM,OhioStreetBeach201607220500
Calumet Beach,07/22/2016 02:00:00 PM,19.7,2.63,,0.204,3,10.8,07/22/2016 2:00 PM,CalumetBeach201607221400
Montrose Beach,07/22/2016 02:00:00 PM,19.3,0,,0.167,3,11,07/22/2016 2:00 PM,MontroseBeach201607221400
Ohio Street Beach,07/22/2016 02:00:00 PM,22,1.12,,0.138,3,10.8,07/22/2016 2:00 PM,OhioStreetBeach201607221400
Ohio Street Beach,08/04/2016 11:00:00 PM,25.2,1.26,,0.087,3,11.4,08/04/2016 11:00 PM,OhioStreetBeach201608042300
Calumet Beach,08/05/2016 02:00:00 AM,24.6,1.14,,0.119,2,10.1,08/05/2016 2:00 AM,CalumetBeach201608050200
Montrose Beach,08/05/2016 02:00:00 AM,22.7,0,,0.093,4,12.4,08/05/2016 2:00 AM,MontroseBeach201608050200
Ohio Street Beach,08/05/2016 02:00:00 AM,25.1,1.1,,0.071,5,11.4,08/05/2016 2:00 AM,OhioStreetBeach201608050200
Rainbow Beach,07/01/2015 09:00:00 AM,18.1,8.78,,0.382,7,11.1,07/01/2015 9:00 AM,RainbowBeach201507010900
Calumet Beach,06/06/2016 01:00:00 AM,13.9,0.9,,0.166,4,11.3,06/06/2016 1:00 AM,CalumetBeach201606060100
Montrose Beach,07/01/2015 11:00:00 AM,18.1,1.41,,0.373,6,11.8,07/01/2015 11:00 AM,MontroseBeach201507011100
Osterman Beach,07/01/2015 11:00:00 AM,18.1,2.75,,0.295,5,11.7,07/01/2015 11:00 AM,OstermanBeach201507011100
Ohio Street Beach,07/01/2015 11:00:00 AM,18.8,1.68,,0.216,6,11,07/01/2015 11:00 AM,OhioStreetBeach201507011100
Rainbow Beach,07/01/2015 10:00:00 AM,18.3,8.83,,0.361,6,11.1,07/01/2015 10:00 AM,RainbowBeach201507011000
Calumet Beach,06/30/2015 03:00:00 AM,19.2,0.85,,0.06,6,9.8,06/30/2015 3:00 AM,CalumetBeach201506300300
Calumet Beach,07/01/2015 12:00:00 PM,19.5,0.96,,0.208,5,13.1,07/01/2015 12:00 PM,CalumetBeach201507011200
Montrose Beach,07/01/2015 12:00:00 PM,18.3,1.62,,0.348,5,11.8,07/01/2015 12:00 PM,MontroseBeach201507011200
Osterman Beach,07/01/2015 12:00:00 PM,18.3,3.09,,0.297,6,11.6,07/01/2015 12:00 PM,OstermanBeach201507011200
Ohio Street Beach,07/01/2015 12:00:00 PM,19.1,1.49,,0.21,4,11,07/01/2015 12:00 PM,OhioStreetBeach201507011200
Rainbow Beach,07/01/2015 12:00:00 PM,18.9,7.01,,0.362,6,11.1,07/01/2015 12:00 PM,RainbowBeach201507011200
63rd Street Beach,07/01/2015 11:00:00 AM,18.4,1.9,,0.326,6,11.7,07/01/2015 11:00 AM,63rdStreetBeach201507011100
Calumet Beach,07/01/2015 01:00:00 PM,19.8,1,,0.208,6,13.1,07/01/2015 1:00 PM,CalumetBeach201507011300
63rd Street Beach,07/01/2015 01:00:00 PM,19,1.77,,0.322,6,11.7,07/01/2015 1:00 PM,63rdStreetBeach201507011300
Montrose Beach,07/01/2015 01:00:00 PM,18.5,1.74,,0.39,5,11.8,07/01/2015 1:00 PM,MontroseBeach201507011300
Osterman Beach,07/01/2015 01:00:00 PM,18.5,3.56,,0.325,6,11.6,07/01/2015 1:00 PM,OstermanBeach201507011300
Ohio Street Beach,07/01/2015 01:00:00 PM,19.3,1.68,,0.206,5,11,07/01/2015 1:00 PM,OhioStreetBeach201507011300
Rainbow Beach,07/01/2015 01:00:00 PM,19.2,6.13,,0.357,5,11.1,07/01/2015 1:00 PM,RainbowBeach201507011300
Calumet Beach,07/01/2015 02:00:00 PM,20.1,0.96,,0.218,6,13,07/01/2015 2:00 PM,CalumetBeach201507011400
63rd Street Beach,07/01/2015 02:00:00 PM,19.2,1.65,,0.309,5,11.7,07/01/2015 2:00 PM,63rdStreetBeach201507011400
Montrose Beach,07/01/2015 02:00:00 PM,18.7,1.97,,0.383,6,11.8,07/01/2015 2:00 PM,MontroseBeach201507011400
Osterman Beach,07/01/2015 02:00:00 PM,18.7,3.33,,0.312,4,11.6,07/01/2015 2:00 PM,OstermanBeach201507011400
Ohio Street Beach,07/01/2015 02:00:00 PM,19.6,1.65,,0.208,5,11,07/01/2015 2:00 PM,OhioStreetBeach201507011400
Rainbow Beach,07/01/2015 02:00:00 PM,19.6,5.51,,0.354,6,11.1,07/01/2015 2:00 PM,RainbowBeach201507011400
Calumet Beach,07/01/2015 03:00:00 PM,20.1,1.02,,0.215,6,13,07/01/2015 3:00 PM,CalumetBeach201507011500
63rd Street Beach,07/01/2015 03:00:00 PM,19.3,1.76,,0.304,5,11.7,07/01/2015 3:00 PM,63rdStreetBeach201507011500
Montrose Beach,07/01/2015 03:00:00 PM,18.8,1.68,,0.373,5,11.8,07/01/2015 3:00 PM,MontroseBeach201507011500
Osterman Beach,07/01/2015 03:00:00 PM,18.8,3.91,,0.334,4,11.6,07/01/2015 3:00 PM,OstermanBeach201507011500
Ohio Street Beach,07/01/2015 03:00:00 PM,19.7,1.77,,0.214,5,11,07/01/2015 3:00 PM,OhioStreetBeach201507011500
Calumet Beach,07/01/2015 04:00:00 PM,20.2,1,,0.222,5,13,07/01/2015 4:00 PM,CalumetBeach201507011600
63rd Street Beach,07/01/2015 04:00:00 PM,19.4,1.75,,0.295,4,11.7,07/01/2015 4:00 PM,63rdStreetBeach201507011600
Montrose Beach,07/01/2015 04:00:00 PM,18.9,1.86,,0.375,6,11.8,07/01/2015 4:00 PM,MontroseBeach201507011600
Osterman Beach,07/01/2015 04:00:00 PM,18.9,3.74,,0.307,4,11.6,07/01/2015 4:00 PM,OstermanBeach201507011600
Ohio Street Beach,07/01/2015 04:00:00 PM,19.9,1.72,,0.212,4,11,07/01/2015 4:00 PM,OhioStreetBeach201507011600
Rainbow Beach,07/01/2015 03:00:00 PM,19.3,4.35,,0.36,5,11.1,07/01/2015 3:00 PM,RainbowBeach201507011500
Calumet Beach,07/01/2015 05:00:00 PM,20.2,1,,0.207,3,13,07/01/2015 5:00 PM,CalumetBeach201507011700
63rd Street Beach,07/01/2015 05:00:00 PM,19.4,1.67,,0.311,5,11.7,07/01/2015 5:00 PM,63rdStreetBeach201507011700
Montrose Beach,07/01/2015 05:00:00 PM,18.8,1.78,,0.35,5,11.8,07/01/2015 5:00 PM,MontroseBeach201507011700
Osterman Beach,07/01/2015 05:00:00 PM,19,4.4,,0.316,3,11.6,07/01/2015 5:00 PM,OstermanBeach201507011700
Ohio Street Beach,07/01/2015 05:00:00 PM,19.9,1.66,,0.206,5,11,07/01/2015 5:00 PM,OhioStreetBeach201507011700
Rainbow Beach,07/01/2015 04:00:00 PM,19.6,5.07,,0.345,5,11.1,07/01/2015 4:00 PM,RainbowBeach201507011600
Calumet Beach,07/01/2015 06:00:00 PM,20.3,1.05,,0.218,3,12.9,07/01/2015 6:00 PM,CalumetBeach201507011800
63rd Street Beach,07/01/2015 06:00:00 PM,19.4,1.71,,0.291,5,11.7,07/01/2015 6:00 PM,63rdStreetBeach201507011800
Montrose Beach,07/01/2015 06:00:00 PM,19,1.38,,0.36,4,11.8,07/01/2015 6:00 PM,MontroseBeach201507011800
Osterman Beach,07/01/2015 06:00:00 PM,19.1,4.41,,0.324,3,11.6,07/01/2015 6:00 PM,OstermanBeach201507011800
Ohio Street Beach,07/01/2015 06:00:00 PM,19.9,2.07,,0.209,5,11,07/01/2015 6:00 PM,OhioStreetBeach201507011800
Rainbow Beach,07/01/2015 06:00:00 PM,19.4,3.26,,0.333,5,11.1,07/01/2015 6:00 PM,RainbowBeach201507011800
Calumet Beach,07/01/2015 07:00:00 PM,20.1,1.07,,0.202,5,12.9,07/01/2015 7:00 PM,CalumetBeach201507011900
63rd Street Beach,07/01/2015 07:00:00 PM,19.5,3.09,,0.284,4,11.7,07/01/2015 7:00 PM,63rdStreetBeach201507011900
Montrose Beach,07/01/2015 07:00:00 PM,19.2,1.8,,0.371,5,11.8,07/01/2015 7:00 PM,MontroseBeach201507011900
Osterman Beach,07/01/2015 07:00:00 PM,19,6.49,,0.333,4,11.6,07/01/2015 7:00 PM,OstermanBeach201507011900
Ohio Street Beach,07/01/2015 07:00:00 PM,19.9,1.98,,0.218,5,11,07/01/2015 7:00 PM,OhioStreetBeach201507011900
